content
师姐：你这个课题x大学也在做也定到x染色体了，腻要抓紧。 我：那是不是间接证明我的定位没有错？ （现在想想我真tm心大，我万一毕不了业了，我要找谁哭呀[泪][泪][泪]）  北京·中国农业科学院  ???
一想到明天我那4000多颗苗子至少可以扔到一大半我睡着都会笑醒！！感谢师姐周末陪我地里熬了两天！（虽然师姐没有关注我[允悲]）  北京·中国农业科学院  ???
周末又要过去了！！又是忙碌的下一周！！  北京·中国农业科学院  ???
我这破双眼皮就跟割的似的！！！！  北京·皂君庙  ???
我在北京天安门的卖萌。  北京·天安门(南一号门)  ???
污][污][污]哎呀妈呀，这是在北京哈。诚是不赖啦！  北京·广渠门  ???
排队ing。洪记看来很出名喔。[哆啦A梦汗][哆啦A梦汗][哆啦A梦汗]从来没有断过排队的人。  北京·牛街小区  ???
难道我长了一张好骗的脸？一下火车就遇到骗子，首都啊！ 还好智商在线！！！  北京·积水潭  ???
把自己包得像粽子！[嘻嘻][嘻嘻][嘻嘻]  北京·雍和宫（商圈）  ???
东来顺里只吃黑木耳，涮大白菜、生菜~~~ 我也算是头一个吧！  北京·东来顺火锅(王府井店)  ???
首都的平安夜！ 酒店蜗居点外卖~~~  ???  北京·贵宾楼饭店  ???
圣诞快乐！  北京·天安门广场  ???
一个人感受着校园的宁静！  北京·北京大学  ???
88！[挤眼]  北京·北京西站  ???
道狭草木长，夕露沾我衣。 衣沾不足惜，但使愿无违。  北京·北京市海淀区白家疃小学  ???
这应该是每个从警人的梦[列车员]  北京·中国人民公安大学(木樨地校区)  ???
上次来时还是两人 如今再来只剩一人 One Night in 北京 我留下许多情 不管你爱与不爱 都是历史的尘埃  北京  ???
5点半的北京城[落日]  北京·西直门  ???
行装，偏爱黑色 内心，却是此间少年 护照，48页。 但每个终点都值得赞颂千篇 旅程，左右万里。 时差却最多一天。  北京·首都机场T2航站楼  ???
坐法航、全程就像看一部法语电影[皱眉] 法语好听但难学[皱眉]  北京·首都机场T2航站楼23号登机口  ???
一看窗外知道回国了[摊手] 窗外的雾霾真大[摊手]  北京·北京首都国际机场(商务中心)  ???
换个角度看世界??  北京·北京西站  ???
#探出小脑袋# 到北京了  北京  ???
#大咖随手拍# 好汉就是我，我就是好汉。  北京·万里长城·八达岭  ???
我以为我很早了  北京·天安门广场  ???
整装待发[微风]  北京·三里屯  ???
故地复游????  北京·南锣鼓巷(冒儿胡同)  ???
【赛43:18】耶和华如此说：“你们不要记念从前的事，也不要思想古时的事。 【赛43:19】看哪，我要作一件新事，如今要发现，你们岂不知道吗？我必在旷野开道路，在沙漠开江河。 【赛43:20】野地的走兽必尊重我，野狗和鸵鸟也必如此。因我使旷野有水，使沙漠有河，好赐给我的百姓、我的选民喝。  ???? 全文
长城[照相机] 体味??  北京·万里长城·八达岭  ???
朕的江山[芒果萌萌哒][芒果萌萌哒]  北京故宫博物院  ???
#爱你的形状#  我不知道这个地方是干啥的 反正我看不懂  北京·798艺术区  ???
传说中的大学 突然觉得我的大学好像小学  北京·传媒大学  ???
朕的大清江山  北京·马家堡  ???
两个大学都看过了 可以考虑下小孩以后该上哪个了[思考][思考]  ???  北京·清华园  ???
画面太美 肉眼无法透视  北京·798 尤仑斯 咖啡馆  ???
有故事[酷]  北京·什刹海风景区  ???
特朗普今日去长城了 所以我可以来故宫啦  北京·故宫  ???
当初考不上清华   现在来北京圆梦。[干杯]  北京·清华大学  ???
冷得直哆嗦…  北京·颐和园  ???
这个是？  北京·天安门广场  ???
不要只羡慕别人的光鲜亮丽，你可知道他们付出了多少努力。[给力] 比你优秀的人还在努力着呢。  京东集团总部  ???
北京，北京  北京·什刹海公园  ???
三点二十起来，只为了看一次升国旗，看一次让国旗升起来的人。  北京·南河沿大街  ???
不到长城非好汉  北京·水关长城  ???
我是好汉了[嘻嘻]  北京  ???
错有错着，来了一个比故宫都有韵味的四合院[憧憬]  北京·前门大栅栏  ???
吃了把正宗的北京烤鸭[哈哈]  北京  ???
分享视频  北京·地安门东大街   小vvv太阳的秒拍视频  ???
我和谢霆锋挺有缘，没有特意查，无意间来到他吃过的店，炸酱面味儿确实不错[嘻嘻]  北京·帽儿胡同45号院  ???
和想象中的不同，胡同原来是文艺清新风格[馋嘴]  北京·南锣鼓巷  ???
跟随主席的脚步[加油]  北京·庆丰包子铺（中关村北站店）  ???
早上的南锣鼓巷  北京·南锣鼓巷  ???
熏陶了一下[太阳]  北京·帽儿胡同  ???
颐和园长廊上的图画都有典故，其中一幅居然描绘的是桃花源，只想说古代人真讲究，每个作品都耐人寻味[爱心]?  北京·帽儿胡同  ???
北京最喜欢的地方就是南锣鼓巷，二刷  北京·帽儿胡同  ???
4G网，神速……哈哈  北京·北京首都国际机场  ???
自行车][照相机][音乐][憧憬][自行车]  北京·北京王府井励骏酒店  ???
晚安，全世界！[憧憬][耶][心][月亮][爱你][太开心]  北京·王府井  ???
故宫……[照相机]  北京·故宫  ???
天圆地方——鸟巢和水立方  北京·北京奥林匹克公园  ???
不到长城非好汉……好汉不好当啊，累得半死……哈哈[太开心][照相机][耶]??  北京·万里长城·八达岭  ???
照相机][照相机][照相机]  北京  ???
照相机][照相机][照相机][照相机]  北京  ???
双十二买的帽子围巾手套全都寄到广州了  我怎么会这么zz  北京  ???
我希望自己厌食症 一回国就放开了吃真是没救了  北京·三里屯太古里北区N8  ???
对不相干人，不谈得意事。  北京·太平桥  ???
享受[飞机]?时光 听说[耳朵]要难受 我怎么一点都没感觉呢 着陆啦[得意]  北京·北京首都国际机场  ???
五点半起床 七点到机场 八点安检完登机 九点出发 十一点半到达 然后一路经过太子党街 逛东二环路 见到了保利集团 保利剧院等，有地下私藏枪火、光明正大的大赌场 、含政治色彩的剧院 ......终于吃上饭了 北京的烤鸭 北京饺子 北京菜 总结特点：淡和甜，还不错，合口味的！第一天就感受到了北京人民的热 ???? 全文
逛了半天 入住宾馆 出去觅食啦 果然 北方人比较热情 好大一碗汤  北京·开阳里六区  ???
第一天 逛了天坛公园，古代皇帝祭祀的场所，大致了解了祭祀流程。然后走了前门大街，游了蜡像馆，还不错哦！  北京·开阳里  ???
北京烤鸭 鸭架汤 ......每天混吃混喝 混得还OK吧  北京·开阳里四区  ???
第二天 六点半爬起来 吃了第一顿东北早餐，尤其是包子皮，特别好吃，又软又有嚼劲。饭后，我们来到了故宫。在毛主席纪念堂，真正感受到了对主席脱帽肃立的瞻仰；知道了龟鹤延年；听说了“无事不登三宝殿”（太和殿……）；了解了“乾清宫”“坤宁宫”由来（天清地宁）；逛了御花园，据说和珅家的花园是 ???? 全文
第二天 第三站 什刹海 湖很美 最值得一提的应该是大型的溜冰场啦 冰很厚实 走在上面一点都没有如履薄冰感 假装溜了一圈[调皮]  北京·地安门  ???
必须要纪念一下[耶]  北京·开阳里  ???
第二天 第二站 北京王府井 让人印象最深刻的便是五元一只的水晶饺，还不如六元的玉米！不过老北京的糖葫芦味道很好哦，已经是一天一根的节奏了！嘿嘿，看到蝎子了吗？你们敢吃吗？[偷笑]反正我只敢拍拍[调皮]北京开口栗子和我们桂花糖炒栗子有的一比哒[调皮]  北京·沙滩  ???
听说北京上班族都是五点起床，六点左右到家的，过着快节奏的都市生活，看来我还是适合小城慢节奏[偷笑]早[睡][睡][睡] #2017再出发#   北京·开阳里  ???
披星戴月出发了  北京·开阳里  ???
出发啰  北京·右安门  ???
地道的老北京菜 还不错哦  北京·昌平区  ???
据说来北京都会去的剧场  北京·北京市工人俱乐部电影城   秒拍视频  . ???
第三天 第一站 八达岭长城 不到长城非好汉 看来我应该算是个好汉  北京·万里长城·八达岭  ???
第三天 第二站 奥林匹克公园 终于见到了传说中的鸟巢、水立方。龙戏水，凤朝鸟，龙凤呈祥，便是它们的由来！金生水，水生木，顺便了解了一点五行，还挺好玩；一圆一方，一阴一阳，天圆地方，也是设计理念之一。北京之行，不仅仅看多了，还听多了，关键是熏陶多了！[调皮]谢谢骆姐[玫瑰][玫瑰][玫瑰]ps ???? 全文
随便看看  http://t.cn/RxZj8fG   秒拍视频  . ???
强]  北京·开阳里   秒拍视频  . ???
被闹早了[笑cry][笑cry][笑cry]  北京·万里长城·八达岭  ???
吃吃吃[笑cry]  北京·开阳里  ???
原来不止咱宁波[有]?鼓楼 北京也有呢 登上鼓楼二楼 正好可以俯瞰中轴线 景山 天安门 故宫等都在线上 顺便了解了一下五行 风水 听着貌似真有那么一回事[调皮]  北京·开阳里  ???
坐着三轮车 听着师傅的介绍 走了北京胡同 找到了四个门当 两个户对 走进四合院 品品茶 闻闻香 咱是个有文化的人[偷笑] 姿势还可以吧[呲牙][呲牙][呲牙]  北京·开阳里  ???
颐和园 一个很多关于慈禧太后的故事的地方 听的有滋有味的！有一首打油诗特别赞：大人不记小人过，宰相肚里能撑船。你还没死我先死，等你死后我再来！嘿嘿 这是关于这棵树的故事，有兴趣的朋友咱可以私聊哦！[调皮]走过了世界上最长的长廊，最长的画廊，破了世界上迪斯尼纪录呢！还有昆明湖，娘娘庙， ???? 全文
圆明园，万园之园！看着眼前的残垣断壁，回想着曾经过的三次毁灭，昔日的辉煌再也不存。谐奇趣、黄花阵、方外观、海晏堂、大水法、远瀛观、观水法......都在眼前，原来远瀛观是和珅曾为香妃修建的寝宫呢！  北京·圆明园  ???
早早早！  北京·开阳里  ???
北方的馒头和粥好吃  北京·开阳里  ???
披星戴月～  北京·陶然亭  ???
村上的“小确幸”和我的“小确幸”！  北京·日坛上街  ???
北京人太辛苦了 生活在大城市不容易啊 五点起床 六点出门 八九点到单位 ；晚上五点下班 六点到家 七点吃饭 我们还在睡梦中时候 他们已经在路上了[眼泪]  北京·天竺（商圈）  ???
"Keep smiling, life is beautiful and  there is so much to smile about. ps：北京溜了一圈，痘痘都少了，估计再住段时间，痘痘就消失了[偷笑]所以这也是旅行的一个意义哇[调皮][调皮][调皮]生活如此多娇，要笑哦[调皮]  北京·首都机场T3航站楼  ???"
睡了一晚，醒来已是京城首都。哈哈哈哈！  北京  ???
第一天，地铁上去龙脉温泉。不是去玩，是去参加学习。 #微博橱窗#   不忙的时候就应该学习充电，吸收不同优秀老师的长处，让自己从优秀到卓越。 这一次，胡白，雅痞风，我来了！  婚礼主持人   北京·北苑  ???
在北京小汤山，地理位置真的很偏僻，啥都木有，但是，我们几个很快乐。 #微博橱窗#   婚礼主持人   北京·小汤山（商圈）  ???
在北方，容易看到马。第一张图，打一个词语，三个字，和马有关。  北京·龙脉温泉  ???
#生活正能量打卡# 昨天一天的高强度学习，反推式的语言思考模式，眼睛的作用，语言的魅力，动口抓人心，确实有值得学习的点。晚上的讨论写作进行到11点，以至于累到睡的很好。白天由于听课不能接听电话，大家有事留言，谢谢。  北京·小汤山（商圈）  ???
"图1我不想发,图2胡白老师不想发。醉了，太不注意形象了。  北京  ???"
学习的第3天，信息量太大了，感觉以前根本不会说话。演讲很难，我有很大的进步空间[眼泪]不是写作，是说话。  北京·御汤山  ???
课程结束了，受益匪浅！我要重新归零，重新开始，学会如何说话，成为一个会说话的主持人。感谢胡白老师！ 晚上在整理三天的笔记，温故而知新。  北京·小汤山会议中心  ???
三里屯街拍。  北京·三里屯VILLAGE南区  ???
一组裁切后重新构图的街拍。  北京·优衣库(三里屯店)  ???
心心念念的复兴号，心心念念的天安门  北京  ???
一进京，儿子状态就怎么不好，可能早上起的太早，可能水土不服！早早睡了！一天也没吃多少东西！[泪]今天拔草了据说最正宗的炸糕，天津包子，老北京涮羊肉！洗洗睡觉！我也不大适应北京的空气ps:酒店很暖心，送上超级好吃的曲奇  北京·希尔顿逸林酒店(广安门外店)  ???
吃货这个点还在等位[笑cry][笑cry][笑cry]  北京·南礼士路  ???
帝都的空气真的太[弱][弱][弱]娃一来就咳嗽！说再也不来了！估计对北京没啥好印象了！今天吃货拔草了四季民福烤鸭，稻香村的糕点！  北京·希尔顿逸林酒店(广安门外店)  ???
今儿天不错，儿子状态不错，酒店对面就有个健身器材！儿一个人自娱自乐一下！  北京·希尔顿逸林酒店(广安门外店)  ???
北京到着，雾霾渐散。住进了颐和园旁的一个小院儿。好喜欢这里的服务员，热情话多，说，院里的这棵玉兰春天时候大朵白白的花开满枝头。  北京·北宫门  ???
半冻半不冻的昆明湖。冰上奔跑的愿望落空了……  北京·北京颐和园  ???
四季民福的烤鸭好好吃～～～吃完旁边德云社相声听一场～～～好爱北京这滋味儿～～～  北京·广德楼德云社相声大会  ???
惊不惊喜，意不意外，刺不刺激[偷乐]  北京·鸟巢(国家体育场)   筋啵的秒拍视频  ???
鸟巢外的小河冻上了！冰上奔跑愿望达成！  北京·奥林匹克公园中心区  ???
什刹海滑冰玩起来！北方人儿太会玩了哈哈哈哈！我爱北方的冬天！  北京·什刹海公园  ???
长这么大第一次进京 总算见识到了豆汁儿 真心不是一般的难喝啊 简直难以下咽???♂? #北京#   北京·局气(西单店)  ???
#北京# #故宫一游#  今儿京城的天倍儿蓝 也算不虚此行了  北京·故宫  ???
#北京#  三天三种天气  北京  ???
陌生的城市呀  北京  ???
首都-故宫  北京·四季青镇   _YU_ning的秒拍视频  ???
纪念第一个在北方的生日[太阳]  北京·四季青镇  ???
开心膨胀到两百斤 天给的自信 原相机我也美[笑cry]  北京  ???
那些女人是怎么逛园子的  感觉像在宜昌爬磨基山  北京·颐和园北宫门  ???
一大早眼睛都没睁开 就激发了我的爱国情怀  不枉费我每天都在唱 [音符]我爱北京天安门 天安门上国旗飘  北京·天安门广场  ???
能躺着真好  ???  北京·北新桥  ???
我妈？？？  北京·古北口镇  ???
上去时吓到尿 下来时嘚瑟飞  北京·司马台长城  ???
。Today。 Day1，古北水镇 纯商业化的乌镇2.0，但是景色真的非常棒，建筑感特别强，每家小店都很有特色，还很多特色的小吃，一定要去的时候吃，回来的时候排队都排不上，强烈推荐晚点走看看夜景，真的美爆！  北京·古北水镇  ???
。Today。 无处安放的刘海  ???  北京·黄松峪乡  ???
分享图片  北京·天坛  ???
分享图片  北京·天安门(北一号门)  ???
分享视频  北京·故宫博物院(北京市长安街)   秒拍视频  . ???
分享图片  北京·乾清宫  ???
分享图片  北京·798艺术区  ???
春风拂面  北京·什刹海公园  ???
习大大家附近。  北京·中南海  ???
分享图片  北京·南锣鼓巷步行街  ???
天安门上升国旗，每月1号是武警军乐团演奏国歌(其他时间放的是录好的)，比较幸运正好赶上。  北京·天安门广场   秒拍视频  . ???
起床坐车，又开始了一天的玩耍，好困[哈欠]  北京·北京站  ???
好久没玩的这么累过了，看升国旗那天熬了一晚上，昨天爬山爬了一晚上，回来后从昨天下午4点多睡到了这会，好像也从来没有睡过这么久，感觉自己又满血复活了[加油]  北京  ???
分享图片  北京·頤和園(天祥五街)  ???
国家博物馆好大。  北京·中国国家博物馆  ???
馆藏经典巨幅画作，超有震撼力。 1.百年智者 2.南京大屠杀 3.遵义曙光 4.四渡赤水出奇兵 5.新中国诞生 6.太行铁壁 7.飞夺泸定桥 8.开国大典 9.转战陕北  北京·中国国家博物馆  ???
夕阳无限好 哪怕近黄昏  北京·圆明园   秒拍视频  . ???
分享图片  北京·圆明园  ???
刚刚以百米冲刺的速度冲向了S2，感觉自己像风一样的女子。[haha]  北京·霍营  ???
热·陡  北京·万里长城·八达岭  ???
未名湖畔  北京·北京大学  ???
闲情逸致  北京·北京南海子麋鹿苑博物馆  ???
这些天走过了许多地方，看了很多风景，做了很多以前没有做过的事。疲惫却很快乐，把之前一段时间积压起来的各种压力与不良情绪全面释放出来，用焕然一新状态去迎接以后的生活。 将来还要去更多的地方，见更多的事物，体验更多的不同，丰盈自己的内心。 愿自己常葆有真善美的心灵，做一个充满阳光与爱的 ???? 全文
北京堵 一上车就堵 北京大 建筑都很大 格局大 故宫深  一入宫门深似海的感觉 我好饿 午饭也没吃 别说地道的小吃了 连个普通的也没吃上 听说有人给我带了kfc 躺着等  北京·泰康商学院  ???
哎呀 真煎熬 怎么每个都很能讲的样子  我又懵逼了  北京·北京半岛·燕山会议中心  ???
其实挺感谢公司推着我向前 第二次参加这类培训感觉好多了 不畏惧这种话题 不顾忌自己的年龄了。赶着就回宁波了 此刻 人还在北京 心已经飞回了宁波，默默的打开电脑 开始写我的主持稿 做我的流程片，此刻北京一游 啥都没有带，唯一算得上北京特产的 估计就是这瓶乳液了[笑cry][笑cry]  ???? 全文
蹭了个导游逛恭王府，不听讲解还真不知其中的乐趣。  北京  ???
帝都蓝！  北京·四季民福（灯市口店）  ???
East Beijing.  北京·北京东隅酒店  ???
考了一半都不知道考的是哪科的我[笑cry]试卷纸太糙，开卷考试抄书抄到小手指磨了个水泡[笑cry]我的生活真是到位啊[笑cry]  北京·首都师范大学北一区(南门)  ???
煎饺子三部曲之第二锅就是比第一锅强！[笑cry]张美妞儿说了：“这颜色可够深啊！”[哆啦A梦汗]反正，再糊也挡不住扇贝馅和章鱼馅儿的美味啊[哆啦A梦花心]  北京·百万庄大街10号院  ???
Morning，大九儿姐还在睡[哆啦A梦花心] #龙猫张小九儿#   北京·扣钟北里  ???
途径奶酪魏，一碗润如脂奶酪和一碗入口爽弹的杏仁豆腐，乳香和桂花香的混合。我饿了……  北京·奶酪魏（增光路店）  ???
唯有美食与自己不可辜负啊[二哈]  北京·白家大院  ???
焦圈儿今天睁开眼睛啦[偷笑]独生子就是这么健壮[偷笑] #美短喵焦圈儿#   http://t.cn/z8K49rK   http://t.cn/RMrlFkr  . ???
可爱的小猴子[太开心]  http://t.cn/R2WJh4b   http://t.cn/RxhCc0S  . ???
#美短喵焦圈儿#  焦圈儿啊，又肥了呢[偷笑][偷笑][偷笑] @墨迹加肉枣儿   @肥猫加菲_Cri   http://t.cn/R2Wx665   http://t.cn/RxAThZv  . ???
#美短喵焦圈儿#  焦圈儿，新年快乐啊[礼花]?????[气球]  http://t.cn/RM5Lqb6   http://t.cn/RxaorkV  . ???
集五福能分到多少钱根本不重要，重要的是以后出门可以告诉别人曾经参与过一个两亿的项目[笑cry][笑cry][笑cry][笑cry]  http://t.cn/RVZ62z0  ???
#美短喵焦圈儿#  焦圈儿啊，你要不要再萌些[哆啦A梦花心]好漂亮啊[哆啦A梦花心][赞啊][给力][太开心]  ??? @爱上自由_helen   @肥猫加菲_Cri   @墨迹加肉枣儿   http://t.cn/R2WJh4b  ???
#美短喵焦圈儿#  人家说焦圈儿是巨婴呢[偷笑][偷笑] @爱上自由_helen   @淼MZM   @墨迹加肉枣儿   @肥猫加菲_Cri   北京·展览路   秒拍视频  . ???
我们无法躲避每一个平淡的日子，也无法回避平淡日子里流水帐一样的忙碌。每个人都有自己的活法……[沙尘暴]  北京·平安里  ???
王府井天主教堂  北京·王府井天主教堂(东堂、圣若瑟堂)  ???
明十三陵——定陵……  北京·定陵地下宫殿(明十三陵)  ???
万里长城万里长，八达岭长城到此一游……  北京·万里长城·八达岭  ???
社会摇……  北京·北京黄河京都大酒店   秒拍视频  . ???
2017天格T5（北京）特训营第二日花絮！  北京·北京黄河京都大酒店  ???
V/J 17年秋季新款，一款韩版修身格子混色背带两件套连衣裙 由一件纯色圆领上衣+格子混色格子背带裙组成的两件套装 实用的小立领套头款式，显露出迷人性感的脖颈，增添了几分娇俏动人 大V领吊带无袖的剪裁设计，视觉上拉长线条的比例，修饰脸部的线条 采用侧边隐藏式水滴拉链闭合门襟，穿脱很方便， ???? 全文
MJ家17年秋冬款，一款明星同款立领纯色夹棉加厚棒球服毛呢外套 pu拼皮棒球服立领，凹凸有致排列规整，增添少女帅气的一面 采用了单排按扣的门襟闭合，穿脱方便，兼具实用性和美观性 黑白相间的黑白针织罗纹袖口，巧妙遮挡多余赘肉，手臂线条纤细修长 大气的纯色设计，浓浓的时尚气息，偏欧美的棒球 ???? 全文
"一款炒鸡炫酷的风衣外套重bang来袭！！！ 还是O家17年的秋装新款哟，军绿色和黑色可以选择哒~ 这款细节做得很精致、 除了灰常醒目的字母印花以外、 帽子是可以拆卸的、 可以为搭配提供多种穿衣的型格喽！ 袖口也是可以调节粘扣滴， 吊pai价699元，精选98%粘纤+2%氨纶混纺面料、 太空棉材质,上 ???? 全文"
"传*澄恒温袜!全新包装!薄款1.0版本来袭! 自从传*澄2.0去年燃爆朋友圈,今年1.0春秋薄款打底裤强势来袭! 爆卖几千双!老王也是第一时间专门去源头厂家搞回来一批! 全部现货过来,不仅是zheng品品质,而且价格很实惠 1.0版型,厚度适合春秋季节穿着,或者冬季打底 新科技光发热!让你越穿越暖!恒久保暖 弹 ???? 全文"
皇冠] 品牌:BAODNEO[r] [皇冠] 类型:时尚潮鞋 [皇冠] 码数：38—44 [皇冠] 材质：头层牛皮 [皇冠] 秋季新款 选用头层牛皮制作 超级品质  http://t.cn/RJXBWUY  ???
A根除脚气脚臭[绿叶]  http://t.cn/RJaGWUB  ???
星光] 昊妈足浴粉，手足部顽疾的克星[玫瑰] 好的东西就应该和更需要的朋友去分享[拥抱] 药效才是最重要的！靠谱[强]  http://t.cn/RJaTT7k  ???
浪琴复古来了 2016巴塞尔钟表展推出经典复古系列 重现了该款式的素净风格 个性美学与精纯性能 此款釆用天津机械 走时精准 防水30皮 匹配真牛皮头等皮带  http://t.cn/RJSyC6l  ???
Cartier美国坦克：进口牛皮，放射纹表面，原装日本石英机芯，IP镀玫瑰金色，原装折叠扣，大号直径42mmx24m，小号直径36mmx20mm  http://t.cn/RJSWFnT  ???
爱情就是你出现在我眼前的那刻，什么都不说，只轻轻一笑，我就已经心花怒放。 对你，“我就喜欢”，因为有种“挡不住的感觉”！  http://t.cn/RJKA0Je  ???
有时候在意的，你是否有那份心仅此而已。  http://t.cn/RJpeLbg  ???
啦啦啦啦啦啦啦啦啦啦啦  北京·北京颐和园   Hi-Poppy的秒拍视频  ???
虽然跑着跌倒了，但还好是第一排。讲真，这次就是专门为了升国旗而来的北京  北京·天安门广场  ???
图一是今天天安门看升旗的壮观场景 图二是我站的位置，第一排没毛病 当时在第一排的我不知道有多少人，只知道到夜里3点多的时候就不给进人了，后来才知道是100多万人（真心感觉祖国安保的强大，这么多人都没有发生一起踩踏事件）虽然夜半在风中瑟瑟发抖，但还是觉得超级幸运，可以这么近的距离看到国旗 ???? 全文
吃完老北京的豆汁儿和焦圈儿，走家  北京·护国寺小吃店(护国寺总店)  ???
第二次来感受北京的冬天，北京的同学说这可是今年北京冷的开始，好好体验吧，我赶紧跑进教室里听课了，教室里有暖气啊[微笑]  北京·中国人民大学汇贤大厦  ???
据说，今天是北京入冬以来最冷的一天，可是我还是没有盼到雪的到来，一早的暖阳把整个天空映照着无比的干净，没有雾霾的北京显得格外的清晰。人大的学子们穿梭在阳光树影下，长长的影子拉伸了一个城市的奔波，突然从一个温暖的海边来到干燥的北方，一下午感觉到处都是静电，刺骨的冷只割脸颊，赶紧躲进 ???? 全文
零下六度的北京夜晚，在室外发抖的可能就我们几个二货了[酷]  北京·万泉河  ???
下午没课，骑着小黄车就去北京大学和圆明园溜达一圈了，夕阳西下，暖暖的阳光洒在结冰的湖面上，甚是好看。  北京·万泉河  ???
昨晚去东来顺吃个火锅，味道还行，就是服务态度不好，最后把保温杯盖拉在那里了，回来打电话问服务员收拾桌面看见没有，结果碰到了瞎子，可惜了我的杯盖  北京·人民大学  ???
再见！北京！  北京·首都机场T2航站楼  ???
我是赶来北京吃晚饭的吧[哈哈]  北京·北京南苑机场  ???
国家大剧院用美轮美奂来形容也不过分，尽管透着一股双氧水味儿[偷笑] 视觉上还是很震撼的 很后悔没有把相机带出来 大广角拍起来绝对赞！ 宽阔的长安街给足了自行车道面子，足有三车道那么宽吧 深夜的天安门散去了旅行团，却依然人气十足。等了很久的空档，找了漂亮的很会拍照的路人小姐姐帮忙咔了一张 ???? 全文
汪曾祺说：“没有喝过豆汁儿，不算到过北京。”  北京·护国寺小吃店(护国寺总店)  ???
时隔六年，听到电话那头她的声音的时候，全身像通了电流一样亢奋了起来，仿佛时光一下穿越回了2011年的首尔。 除了剪了短发变身酷酷的站子大腿外[偷笑] 你还是记忆中的那个样子，努力地做自己想做的事，一步一个脚印地实现着自己的梦想，似乎在你身边依然可以安心到没心没肺地 霸占着你的床睡着。 见面 ???? 全文
故宫博物院应该是人们文化生活中的一片绿洲。 ——不是我说的，说故宫博物院院长单霁翔说的??  北京·景山公园  ???
徐导变身徐导游的一天。男闺蜜力max[强壮]  北京  ???
